Price,Close,High,Low,Open,Volume
Ticker,AMRK,AMRK,AMRK,AMRK,AMRK
Date,,,,,
2014-04-23,4.231287002563477,4.285303295012551,3.777548909653288,4.20607944521087,33800
2014-04-24,4.054831504821777,4.177268743039711,4.037186222984111,4.177268743039711,8000
2014-04-25,4.234887599945068,4.310510605066486,4.083641589702232,4.083641589702232,7200
2014-04-28,4.249292373657227,4.317713030849652,4.245691196060994,4.310511019084386,23800
2014-04-29,4.263695240020752,4.317711511244589,4.216880978027458,4.216880978027458,12400
2014-04-30,4.170068264007568,4.195275820812394,4.162866252103563,4.195275820812394,1200
2014-05-01,4.198875904083252,4.211479679200617,4.198875904083252,4.211479679200617,1400
2014-05-02,4.220482349395752,4.303307348223471,4.220482349395752,4.303307348223471,2200
2014-05-05,4.231287002563477,4.303308840304647,4.1268552519819774,4.245691370111711,22400
2014-05-06,4.14125919342041,4.224084212443773,4.14125919342041,4.224084212443773,1400
2014-05-07,4.242088794708252,4.2492911478229844,4.108848352929598,4.220482422218253,6000
2014-05-08,4.249292373657227,4.249292373657227,4.249292373657227,4.249292373657227,16800
2014-05-09,4.15206241607666,4.224084246996363,4.15206241607666,4.216882235617982,4000
2014-05-12,4.249292373657227,4.256494385422493,4.214361706513608,4.220483639741763,11800
2014-05-13,4.177269458770752,4.180870292008735,4.105247299177343,4.144859555639139,12200
2014-05-14,4.159622669219971,4.245688912981744,4.069235426778932,4.069235426778932,9600
2014-05-15,4.14125919342041,4.14125919342041,4.11965247260765,4.11965247260765,2200
2014-05-16,4.13765811920166,4.13765811920166,4.094445019925986,4.094445019925986,1200
2014-05-19,4.069237232208252,4.087242775068565,4.044029334832948,4.069237232208252,28200
2014-05-20,4.123252868652344,4.123252868652344,4.033225511941913,4.033225511941913,8400
2014-05-21,4.11965274810791,4.123253925722061,4.1016475468915585,4.123253925722061,2800
2014-05-22,4.11965274810791,4.11965274810791,3.977409666620974,4.112450736306809,4400
2014-05-23,4.11965274810791,4.11965274810791,4.11965274810791,4.11965274810791,0
2014-05-27,3.9756083488464355,4.000815900669031,3.968406338365895,3.968406338365895,6200
2014-05-28,4.098046779632568,4.098046779632568,3.964806285411861,3.964806285411861,400
2014-05-29,4.098046779632568,4.105248792154838,3.964806285411861,3.964806285411861,13000
2014-05-30,4.033226490020752,4.101647490032318,3.9792102002661003,3.982811377830329,4200
2014-06-02,3.9612035751342773,4.033225389633117,3.961203575134277,4.033225389633117,16200
2014-06-03,3.968406915664673,4.0008164826825485,3.961204560709243,3.961204560709243,32600
2014-06-04,3.990011692047119,4.033224774151988,3.961202970643873,3.961202970643873,23600
2014-06-05,4.090843200683594,4.141258646976202,3.9828106411563544,3.9864114746273662,71200
2014-06-06,4.101645469665527,4.105246302028882,3.986410248362527,4.069235574406153,9400
2014-06-09,4.11965274810791,4.1340571151373116,4.10524838107851,4.11605191392096,12200
2014-06-10,4.130455493927002,4.130455493927002,4.04402896479124,4.119651963143073,34400
2014-06-11,4.080040454864502,4.0944448205884525,4.004417448956972,4.076439277576722,25800
2014-06-12,4.14125919342041,4.1718685142393,4.07283854046316,4.098046095222067,91600
2014-06-13,4.13765811920166,4.162866018016192,4.026024365262964,4.148461651590968,33000
2014-06-16,4.317712783813477,4.321313961203669,4.083641748285816,4.083641748285816,88200
2014-06-17,4.173668384552002,4.317712020420281,3.9792093044162673,4.317712020420281,101200
2014-06-18,4.31411075592041,4.321313109280891,4.126854033100336,4.2925043826931875,64000
2014-06-19,4.317712783813477,4.317712783813477,4.141259212820183,4.274499685412701,72000
2014-06-20,3.914389133453369,4.310509610486676,3.7847498731975833,4.105247019131158,256600
2014-06-23,4.134056091308594,4.177269525121879,3.961203729763911,4.083640990904952,50600
2014-06-24,4.015220642089844,4.141259099892213,4.0008162763490445,4.1340567453082295,47600
2014-06-25,4.0512309074401855,4.112449535293449,4.0512309074401855,4.090842819345845,21000
2014-06-26,4.101645469665527,4.12325183755376,3.9648038804742947,4.072836750196534,17200
2014-06-27,4.004415988922119,4.116050040150643,4.004415988922119,4.0584325982625185,34600
2014-06-30,4.018821716308594,4.112450262936023,3.9648054320227786,4.112450262936023,21000
2014-07-01,4.108847618103027,4.116049969929691,3.972006024239766,3.972006024239766,25200
2014-07-02,4.213281631469727,4.2961070058669,4.058074504620696,4.116052232355996,124200
2014-07-03,4.2060770988464355,4.249290177384677,4.144858485060505,4.249290177384677,3200
2014-07-07,4.33211612701416,4.335717303554015,4.231285587887908,4.231285587887908,450200
2014-07-08,4.27449893951416,4.324914383897844,4.234887025415842,4.324914383897844,35600
2014-07-09,4.321313381195068,4.3357177453953,4.263695924394142,4.3357177453953,120600
2014-07-10,4.317712783813477,4.33571832733726,4.283502628888182,4.33571832733726,50800
2014-07-11,4.33211612701416,4.33211612701416,4.29250421535705,4.33211612701416,9800
2014-07-14,4.33211612701416,4.335717303554015,4.263695489892406,4.335717303554015,56000
2014-07-15,4.310511112213135,4.335718669076976,4.288904389596125,4.335718669076976,42800
2014-07-16,4.303307056427002,4.335716955832247,4.303307056427002,4.32995527988682,36800
2014-07-17,4.303307056427002,4.335716955832247,4.303307056427002,4.324913770506188,47200
2014-07-18,4.335716724395752,4.335716724395752,4.321312363587542,4.332115548336937,21000
2014-07-21,4.303307056427002,4.332115779581204,4.213279710713353,4.2853015185988586,9000
2014-07-22,4.234887599945068,4.33571815896457,4.206078868796639,4.270898342167022,20600
2014-07-23,4.220482349395752,4.296105338660105,4.188072447792873,4.188072447792873,16200
2014-07-24,4.213281631469727,4.321314564261714,4.198877263325943,4.198877263325943,14000
2014-07-25,4.231287002563477,4.2636969154038065,4.1592651648223065,4.1592651648223065,17400
2014-07-28,4.26729679107666,4.3213130670438655,4.231285711480451,4.231285711480451,19600
2014-07-29,4.31411075592041,4.31411075592041,4.23848810619802,4.31411075592041,3000
2014-07-30,4.25649356842041,4.310510191714216,4.1952749347437095,4.213280475841645,12600
2014-07-31,4.261895656585693,4.270898256102977,4.213280794967184,4.220483149322736,3800
2014-08-01,4.155664443969727,4.249293015040774,4.148462431117396,4.249293015040774,8000
2014-08-04,4.242088794708252,4.2492911478229844,4.15566261789406,4.15566261789406,8600
2014-08-05,4.213281631469727,4.236328689185225,4.206079619111447,4.210400963897305,11200
2014-08-06,4.238487243652344,4.238487243652344,4.152060738050192,4.152060738050192,18600
2014-08-07,4.227684497833252,4.2312856744467755,4.155662682698302,4.1772693989523395,9600
2014-08-08,4.249292373657227,4.249292373657227,4.1851927174676415,4.216882462145531,7400
2014-08-11,4.249292373657227,4.263696740614958,4.210040362083568,4.245691196060994,7000
2014-08-12,4.227684497833252,4.252892390700812,4.198875771779272,4.249291214087289,19200
2014-08-13,4.249292373657227,4.252893551253459,4.177270538868568,4.216882462145531,7000
2014-08-14,4.231287002563477,4.231287002563477,4.20607944521087,4.220483812759104,3400
2014-08-15,4.231287002563477,4.231287002563477,4.184472722174913,4.224084647075753,7800
2014-08-18,4.231287002563477,4.249292547855572,4.145220708992132,4.148461975017934,6600
2014-08-19,4.227684497833252,4.249291214087289,4.184471408752282,4.191673761979329,9800
2014-08-20,4.224082946777344,4.224082946777344,4.2190414373361556,4.224082946777344,1000
2014-08-21,4.191673755645752,4.238488021269509,4.16646586281628,4.16646586281628,11200
2014-08-22,4.224082946777344,4.245689661116061,4.179069273379834,4.245689661116061,8800
2014-08-25,4.249292373657227,4.249292373657227,4.213281284549298,4.213281284549298,8800
2014-08-26,4.220482349395752,4.231285535454347,4.162864899180453,4.231285535454347,6600
2014-08-27,4.15206241607666,4.224084246996363,4.080040585156957,4.1664667822606,30000
2014-08-28,4.1808695793151855,4.1808695793151855,4.1808695793151855,4.1808695793151855,1400
2014-08-29,4.2060770988464355,4.2060770988464355,4.141257309325563,4.202475923111494,5000
2014-09-02,4.170068264007568,4.209680188047608,4.094445250165889,4.177270619338778,8000
2014-09-03,4.14125919342041,4.1700679255526385,4.105248106541536,4.1700679255526385,21600
2014-09-04,4.033226490020752,4.227685613935569,4.0044177563613115,4.087243123202598,71800
2014-09-05,4.098046779632568,4.177270977940936,4.018822581324201,4.018822581324201,92200
2014-09-08,4.11965274810791,4.11965274810791,4.026024534130403,4.026024534130403,17000
2014-09-09,4.13765811920166,4.198156595558478,4.065636287075536,4.065636287075536,23000
2014-09-10,4.195274829864502,4.249291451807927,4.083641096016914,4.0872422728319,56000
2014-09-11,4.123252868652344,4.1736683120439455,4.0836409553335145,4.0836409553335145,33400
2014-09-12,4.10524845123291,4.177270631037898,4.054833337482064,4.058434515157755,7800
2014-09-15,4.079320907592773,4.123254178208611,4.065636706562813,4.08364225230893,7000
2014-09-16,4.104527473449707,4.104527473449707,4.054832536366812,4.072838077760695,9400
2014-09-17,4.116051197052002,4.249291654725038,4.101646832531326,4.112450020065048,5800
2014-09-18,4.144859790802002,4.209679257315717,4.126854249882087,4.209679257315717,18000
2014-09-19,4.170068264007568,4.213281365713213,4.105248439735499,4.152062719106748,18200
2014-09-22,4.144859790802002,4.148460967671411,4.108848708962172,4.148460967671411,2400
2014-09-23,4.224082946777344,4.227684123071643,4.220482113910119,4.227684123071643,14000
2014-09-24,4.224082946777344,4.224082946777344,4.2024765758657,4.2024765758657,9600
2014-09-25,4.216881275177002,4.216881275177002,4.180870196205479,4.182310872894769,2600
2014-09-26,4.216881275177002,4.216881275177002,4.184471372788051,4.216881275177002,2400
2014-09-29,4.116051197052002,4.180870665681473,4.10524766609114,4.180870665681473,51400
2014-09-30,4.094444274902344,4.155662906927025,4.091203353146143,4.155662906927025,17200
2014-10-01,3.77754807472229,4.173668609887166,3.67311634722277,3.9756083423047275,94600
2014-10-02,3.8855814933776855,3.889182670802169,3.6227017230796568,3.7631442083626983,105000
2014-10-03,3.9612035751342773,4.029624213051399,3.847769260226993,3.8531706816724673,70600
2014-10-06,4.015220642089844,4.024943752092788,3.723532149981868,3.8747781619738437,45800
2014-10-07,3.9071872234344482,3.9071872234344482,3.824361880815988,3.824361880815988,21400
2014-10-08,3.914389133453369,4.23488662281403,3.87117604670144,3.8783783995403045,24600
2014-10-09,3.838765859603882,3.9251920266647393,3.8171594895521976,3.8171594895521976,10200
2014-10-10,3.8675756454467773,3.8675756454467773,3.8459692694538647,3.849570103167914,3800
2014-10-13,3.80635666847229,3.871176477527571,3.80635666847229,3.871176477527571,4600
2014-10-14,3.781148910522461,3.853170725846992,3.7811489105224614,3.853170725846992,14200
2014-10-15,3.7847495079040527,3.817159405696657,3.7775471557603395,3.7775471557603395,22400
2014-10-16,3.9612035751342773,3.961203575134277,3.7739465140101935,3.7739465140101935,4000
2014-10-17,3.9612035751342773,3.9648047517159943,3.8891817606354375,3.907187300116923,24600
2014-10-20,3.79915452003479,3.871176336683005,3.79915452003479,3.871176336683005,9400
2014-10-21,3.9215919971466064,4.029624556385972,3.831564635495715,3.9251928306080233,28600
2014-10-22,3.9576029777526855,3.9576029777526855,3.7847505976583102,3.818960749910019,10600
2014-10-23,3.856771230697632,3.9612029305850656,3.838765694145927,3.899984312365496,5000
2014-10-24,3.8891823291778564,3.961204154205249,3.752340689912235,3.752340689912235,20600
2014-10-27,3.8891823291778564,3.8891823291778564,3.8891823291778564,3.8891823291778564,0
2014-10-28,3.7163281440734863,3.7163281440734868,3.7163281440734868,3.7163281440734868,400
2014-10-29,3.75594162940979,3.7811491807178945,3.72353172434101,3.72353172434101,14400
2014-10-30,3.813558578491211,3.82436176426801,3.7631431391543444,3.7631431391543444,16200
2014-10-31,3.809957981109619,3.817160335006788,3.7991547936910024,3.7991547936910024,12000
2014-11-03,3.7451372146606445,3.7919514727722836,3.7451372146606445,3.7919514727722836,12800
2014-11-04,3.766023635864258,3.777546986665916,3.6551097531198726,3.6551097531198726,4600
2014-11-05,3.7127280235290527,3.7955530197564937,3.7127280235290527,3.7955530197564937,10600
2014-11-06,3.7451372146606445,3.7451372146606445,3.709126484639648,3.7451372146606445,14800
2014-11-07,3.7091264724731445,3.741536369784666,3.6911209358081827,3.741536369784666,10000
2014-11-10,3.7739474773406982,3.7919530214182435,3.7739474773406982,3.7919530214182435,3600
2014-11-11,3.77754807472229,3.7847504286181155,3.77754807472229,3.7847504286181155,1000
2014-11-12,3.6551103591918945,3.7271325156392394,3.6551103591918945,3.7271325156392394,122400
2014-11-13,3.680319309234619,3.7055268651808966,3.6587125874041004,3.6947236759792337,25200
2014-11-14,3.788351535797119,3.788351535797119,3.6731162795761128,3.680318633339295,1000
2014-11-17,3.6172990798950195,3.6731159427324687,3.6118973150680027,3.6731159427324687,101000
2014-11-18,3.5614821910858154,3.7739464546593013,3.5434766518874943,3.6046952791055293,52400
2014-11-19,3.5398762226104736,3.561482942894936,3.4570512056122316,3.544197566667366,39800
2014-11-20,3.601095199584961,3.601095199584961,3.5002646301561984,3.507466641973224,76600
2014-11-21,3.5578818321228027,3.6010949300724104,3.5290731001563973,3.6010949300724104,26200
2014-11-24,3.46065092086792,3.5902905138163455,3.3850279394570237,3.5902905138163455,56400
2014-11-25,3.547078847885132,3.561483214698356,3.3562205583259224,3.4606523035785943,96000
2014-11-26,3.4426465034484863,3.4786572425003706,3.4210397852756484,3.4786572425003706,25600
2014-11-28,3.421039342880249,3.424640519347888,3.421039342880249,3.421039342880249,7400
2014-12-01,3.58669114112854,3.597494331497203,3.421040733957709,3.421040733957709,32200
2014-12-02,3.6335041522979736,3.7883513149062784,3.6010942491076667,3.6010942491076667,21600
2014-12-03,3.601095199584961,3.6118983890240997,3.597494021962848,3.601095199584961,6200
2014-12-04,3.601095199584961,3.601095199584961,3.511067819595337,3.586690832523709,8200
2014-12-05,3.547078847885132,3.5974939600178186,3.5290733035118036,3.550679682018042,22800
2014-12-08,3.4246411323547363,3.532674041732035,3.4210399552424913,3.532674041732035,5200
2014-12-09,3.4462473392486572,3.601094513213522,3.381427871541266,3.424640964488572,32800
2014-12-10,3.3994336128234863,3.469655200587729,3.3850292462049323,3.4390458785949027,87000
2014-12-11,3.421039342880249,3.5413157521118257,3.385028265058042,3.3994326275015068,68400
2014-12-12,3.5506792068481445,3.6010946556611745,3.3670236404140574,3.3670236404140574,43200
2014-12-15,3.5326740741729736,3.601094722798191,3.5038650004376057,3.5866903576440845,4400
2014-12-16,3.4174392223358154,3.597493980226139,3.3886304885475393,3.5146689564416445,36800
2014-12-17,3.58669114112854,3.58669114112854,3.4606526609276274,3.4750570292282545,28400
2014-12-18,3.5146677494049072,3.5866895591412624,3.4930610347704616,3.5578808352467206,15400
2014-12-19,3.5938918590545654,3.593891859054565,3.4696543559968958,3.575886662734629,20800
2014-12-22,3.5722849369049072,3.6010936587003455,3.4822575954373987,3.6010936587003455,4800
2014-12-23,3.500262975692749,3.5938911456222153,3.47865626360008,3.5938911456222153,2600
2014-12-24,3.4894611835479736,3.5974941108914944,3.482259171552917,3.5395167295074175,60000
2014-12-26,3.4462473392486572,3.59389215934207,3.4462473392486572,3.511067150383184,61200
2014-12-29,3.4930615425109863,3.5110670834190736,3.4750560016028986,3.4750560016028986,2000
2014-12-30,3.500262975692749,3.590290313129302,3.4750550876801287,3.4750550876801287,8400
2014-12-31,3.5902905464172363,3.5902905464172363,3.4883795965645605,3.4883795965645605,16800
2015-01-02,3.5902905464172363,3.601093731452015,3.5326731016623336,3.5326731016623336,4200
2015-01-05,3.5902905464172363,3.5902905464172363,3.478656489634317,3.539875110543166,20400
2015-01-06,3.46065092086792,3.579486985452605,3.4498477359312365,3.579486985452605,13200
2015-01-07,3.5830886363983154,3.590290989595252,3.4606513794672185,3.4606513794672185,11400
2015-01-08,3.5074658393859863,3.5290725567473604,3.5074658393859868,3.5290725567473604,2000
2015-01-09,3.4966633319854736,3.507466521052169,3.4966633319854736,3.4966633319854736,1400
2015-01-12,3.5290727615356445,3.5290727615356445,3.5290727615356445,3.5290727615356445,200
2015-01-13,3.5434770584106445,3.586690151387953,3.460651705967119,3.5398758814724185,13600
2015-01-14,3.5578818321228027,3.5758873754585996,3.547078643492194,3.568685020753411,4000
2015-01-15,3.46425199508667,3.593891240794643,3.4642519950866704,3.5830880561757406,33200
2015-01-16,3.4894611835479736,3.511067906387561,3.4642536264244623,3.4642536264244623,18800
2015-01-20,3.5164690017700195,3.5290727779261077,3.496662871566371,3.511067236234349,20200
2015-01-21,3.5650830268859863,3.5794873895701422,3.5182691057328017,3.5434766545733005,69200
2015-01-22,3.5398762226104736,3.5650837767530397,3.5110674911826356,3.5650837767530397,19600
2015-01-23,3.5398762226104736,3.5852501634942606,3.5362750453252016,3.58308931975223,8400
2015-01-26,3.6335041522979736,3.6875204286637446,3.536274442727054,3.536274442727054,127200
2015-01-27,3.6731162071228027,3.687520570937907,3.6010943880472817,3.6010943880472817,49800
2015-01-28,3.680319309234619,3.68752132089333,3.6191006647132076,3.6191006647132076,33000
2015-01-29,3.7091264724731445,3.7091264724731445,3.6731153991432213,3.6731153991432213,14200
2015-01-30,3.7631428241729736,3.7631428241729736,3.6839186671111164,3.6839186671111164,10600
2015-02-02,3.74153733253479,3.766744884295765,3.7271329681817846,3.7307338016996843,10200
2015-02-03,3.691481828689575,3.7451378495568144,3.6857198086936043,3.7379358397025104,10800
2015-02-04,3.683199405670166,3.7091274678482122,3.673116384854417,3.673116384854417,10200
2015-02-05,3.8675756454467773,3.907187907145708,3.7019252746501126,3.7019252746501126,54800
2015-02-06,3.863974094390869,3.8891819885127847,3.8495697306471115,3.8891819885127847,19600
2015-02-09,3.86037278175354,3.925192238839443,3.8315640578426766,3.925192238839443,5600
2015-02-10,3.701925039291382,3.9612039387121367,3.698324205806264,3.907187658736915,34600
2015-02-11,3.6191000938415527,3.8567722793512247,3.6046957293690616,3.8567722793512247,65000
2015-02-12,3.6551103591918945,3.701924623511831,3.6371051635071523,3.6371051635071523,7800
2015-02-13,3.701925039291382,3.701925039291382,3.6299032181820423,3.6299032181820423,6600
2015-02-17,3.62270188331604,3.719931274087395,3.6191007057322726,3.6515106171317897,48400
2015-02-18,3.6072163581848145,3.6659142357961594,3.6010944262273856,3.6082967799248613,28200
2015-02-19,3.5830886363983154,3.6371052550940304,3.583088636398316,3.583088636398316,37200
2015-02-20,3.6515097618103027,3.6515097618103027,3.547078040333265,3.583088777454279,10800
2015-02-23,3.5650830268859863,3.586689742625768,3.5650830268859863,3.583088566097955,30400
2015-02-24,3.585970401763916,3.5859704017639165,3.5830893911928228,3.5830893911928228,5800
2015-02-25,3.5938918590545654,3.6198199187128117,3.543476759875374,3.5902910258468417,86400
2015-02-26,3.6443076133728027,3.74729900731929,3.5938921664542742,3.597493343397127,11000
2015-02-27,3.701925039291382,3.701925039291382,3.64070640549166,3.6659143004502783,28200
2015-03-02,3.853170871734619,3.8711764121042482,3.673116154892561,3.7235315992421,51600
2015-03-03,3.77754807472229,3.8531710734927795,3.7667448873056872,3.8531710734927795,17000
2015-03-04,3.759542942047119,3.7811496626559666,3.7559421081349553,3.7811496626559666,13000
2015-03-05,3.691121816635132,3.7631436370547817,3.683919462879602,3.7559416267263814,11200
2015-03-06,3.626302480697632,3.719931031199054,3.60469610346018,3.6947234766129684,12200
2015-03-09,3.647908926010132,3.651510103086941,3.622701373326768,3.622701373326768,20600
2015-03-10,3.684098958969116,3.7021934709221616,3.633433428160788,3.655147325687412,13000
2015-03-11,3.684098958969116,3.709431551807934,3.662385061442492,3.709431551807934,4800
2015-03-12,3.6551461219787598,3.680478706475079,3.6406703101050657,3.644289004225555,57600
2015-03-13,3.6913363933563232,3.879522339454226,3.647908946979268,3.6623847624382866,127000
2015-03-16,3.6551461219787598,3.6913354790977047,3.6189564197292357,3.684097745726147,19600
2015-03-17,3.6551461219787598,3.7094303302224665,3.6189564197292357,3.6189564197292357,16600
2015-03-18,3.6551461219787598,3.7094303302224665,3.6334322316029293,3.644289004225555,38200
2015-03-19,3.6551461219787598,3.6768596672240106,3.6406703101050657,3.6768596672240106,5800
2015-03-20,3.763714551925659,3.77095263045368,3.673240641108883,3.673240641108883,67200
2015-03-23,3.7094311714172363,3.7383828017300402,3.6804795411044324,3.7094311714172363,20000
2015-03-24,3.7094311714172363,3.7094311714172363,3.7094311714172363,3.7094311714172363,0
2015-03-25,3.79628586769104,3.7999049075772287,3.7257163155635533,3.79628586769104,76600
2015-03-26,3.7239060401916504,3.8505696494682615,3.6768595666069253,3.8505696494682615,19000
2015-03-27,3.716670036315918,3.7492403684468822,3.709431954644106,3.7492403684468822,22000
2015-03-30,3.807142972946167,3.8071429729461674,3.738382595891274,3.738382595891274,2800
2015-03-31,3.8360953330993652,3.8360953330993657,3.720288451012839,3.720288451012839,11000
2015-04-01,3.7058115005493164,3.9193299966095276,3.69133568785696,3.839712854236266,36200
2015-04-02,3.6479086875915527,3.727163797478975,3.6479086875915527,3.727163797478975,7400
2015-04-06,3.6768598556518555,3.7239063329349933,3.669622121909386,3.669622121909386,12800
2015-04-07,3.6696226596832275,3.673241354519474,3.655146844946299,3.655146844946299,1400
2015-04-08,3.7058115005493164,3.7058115005493164,3.6370514765432715,3.6370514765432715,2800
2015-04-09,3.6913363933563232,3.6913363933563232,3.6913363933563232,3.6913363933563232,9000
2015-04-10,3.684098958969116,3.684098958969116,3.684098958969116,3.684098958969116,800
2015-04-13,3.716670036315918,3.716670036315918,3.6804803182183177,3.6913370955953058,25000
2015-04-14,3.7094311714172363,3.7094311714172363,3.6877172761173047,3.698574396332599,19400
2015-04-15,3.7383830547332764,3.7962863192776144,3.6696230143695456,3.6877175256916406,42000
2015-04-16,3.760096788406372,3.7640775255036574,3.637052184021445,3.644289919210206,25200
2015-04-17,3.749239683151245,3.7637154987182124,3.7058122364503427,3.7637154987182124,10600
2015-04-20,3.7420027256011963,3.7492404623235025,3.716670129377015,3.716670129377015,5400
2015-04-21,3.832474946975708,3.8541884924660654,3.7311442627160156,3.7311442627160156,20000
2015-04-22,3.832474946975708,3.8686643045031643,3.770952659535392,3.770952659535392,11600
2015-04-23,3.904855251312256,3.917159850773,3.8360952085106024,3.850571025159934,36400
2015-04-24,3.890378952026367,3.9193305817333206,3.8903789520263667,3.9193305817333206,4200
2015-04-27,3.8288567066192627,3.8288567066192627,3.8288567066192627,3.8288567066192627,2000
2015-04-28,3.7383830547332764,3.7999053595943053,3.727526278913883,3.7999053595943053,1800
2015-04-29,3.7383830547332764,3.7383830547332764,3.7383830547332764,3.7383830547332764,0
2015-04-30,3.8288567066192627,3.926568717106365,3.72752600121574,3.8397134816298335,22600
2015-05-01,3.79628586769104,3.8035239474634177,3.786514874155097,3.7999049075772287,3800
2015-05-04,3.872283935546875,3.872283935546875,3.7962858244556372,3.799542822263858,11400
2015-05-05,3.8288567066192627,3.882055490893173,3.72752600121574,3.879522231886351,28600
2015-05-06,3.8505709171295166,3.8505709171295166,3.7275263064969493,3.77457279557003,33200
2015-05-07,3.941044330596924,4.158181545356001,3.8541890995626558,3.8541890995626558,63600
2015-05-08,3.9120938777923584,3.951902292847126,3.9084748368426316,3.926569696460523,30000
2015-05-11,3.9120938777923584,3.9301883922795082,3.861428339888411,3.861428339888411,18400
2015-05-12,3.9302706718444824,3.930270671844482,3.930270671844482,3.930270671844482,0
2015-05-13,3.973900318145752,4.0320726353261245,3.9339065900334753,3.9339065900334753,48200
2015-05-14,3.981172800064087,4.032073765227993,3.9484507757968945,4.0284379077017585,19400
2015-05-15,3.981172800064087,4.0284379077017585,3.9248183953452878,4.0284379077017585,55400
2015-05-18,3.981172800064087,4.010258966805045,3.966629716693608,3.966629716693608,6000
2015-05-19,3.893914222717285,4.010258887376764,3.880825343922759,3.93754347196459,12000
2015-05-20,3.9848077297210693,3.9993508097051675,3.890277536457242,3.890277536457242,7800
2015-05-21,3.893914222717285,3.984808578666116,3.890278365263064,3.9557224125012462,4800
2015-05-22,3.981172800064087,3.9884445151165555,3.981172800064087,3.9884445151165555,400
2015-05-26,3.981172800064087,3.981172800064087,3.981172800064087,3.981172800064087,0
2015-05-27,3.944814682006836,3.9957152929137587,3.944814682006836,3.9957152929137587,2800
2015-05-28,3.908456802368164,3.9848080654000815,3.908456802368164,3.908456802368164,11400
2015-05-29,3.908456802368164,3.908456802368164,3.908456802368164,3.908456802368164,0
2015-06-01,3.9120938777923584,3.9120938777923584,3.9120938777923584,3.9120938777923584,600
2015-06-02,3.806654930114746,3.973900524040797,3.784840136674662,3.973900524040797,5200
2015-06-03,3.9193644523620605,3.988444355660906,3.7921125646414375,3.7921125646414375,4400
2015-06-04,3.890641689300537,3.890641689300537,3.8102908428099487,3.8102908428099487,1600
2015-06-05,3.908456802368164,3.908456802368164,3.8211983151129463,3.828469682350345,5600
2015-06-08,3.890277147293091,3.890277147293091,3.890277147293091,3.890277147293091,4400
2015-06-09,3.890277147293091,3.890277147293091,3.8102900420148775,3.886641290977185,2000
2015-06-10,3.8648273944854736,3.872098761413839,3.792111991529862,3.8393770901346076,3400
2015-06-11,3.8139259815216064,3.9048203109958166,3.8139259815216064,3.8684627872467425,9800
2015-06-12,3.8139259815216064,3.8139259815216064,3.8139259815216064,3.8139259815216064,0
2015-06-15,3.8357410430908203,3.9048205857894347,3.810290393267647,3.810290393267647,19000
2015-06-16,3.7852039337158203,3.8448304590396125,3.781204352579957,3.784840209345511,5400
2015-06-17,3.8830060958862305,3.9884435104466367,3.7375749520803936,3.7375749520803936,29400
2015-06-18,3.861191749572754,3.90482099374068,3.7593901798475935,3.7630260368785233,4800
2015-06-19,3.908456802368164,3.999351146609284,3.890277864173059,3.995715289623382,18800
