Date,Close,High,Low,Open,Volume,MA7,MA21,MA50,MA200,EMA12,EMA26,MACD,Signal_Line,RSI,BB_Middle,BB_Upper,BB_Lower,Volume_MA,Volume_Ratio,Momentum,ROC,Volatility,Daily_Return,Price_Range,Price_Change,Target
2023-05-25,20.4570255279541,20.56405884441809,20.29015328313838,20.29015328313838,7900,20.5734498160226,20.28019923255557,19.287923889160155,17.308372082710267,20.41603099063799,20.027969354381867,0.388061636256122,0.47176938877409447,45.792618734469016,20.31025266647339,21.26277940690024,19.357725926046538,7805.0,1.0121716848174247,-0.24187850952148438,-1.168557084392298,0.47626337021342474,0.009272468305712156,0.2739055612797081,0.16687224481572116,20.943313598632812
2023-05-26,20.943313598632812,20.943313598632812,20.67362129049233,20.67362129049233,6200,20.64352171761649,20.340398425147647,19.358549613952636,17.30310043811798,20.49715139186796,20.095772631733787,0.40137876013417184,0.45769126304610996,55.46445975601386,20.363179779052736,21.333628982046573,19.3927305760589,7995.0,0.7754846779237023,0.5014591217041016,2.4530999487843106,0.48522460149691804,0.023771201244003448,0.2696923081404812,0.2696923081404812,21.29559898376465
2023-05-30,21.29559898376465,21.52483873263577,21.28042907267966,21.28042907267966,14900,20.697460174560547,20.407580693562824,19.439912490844726,17.300470929145813,20.61998948292899,20.184648657810147,0.43534082511884264,0.4532211754606565,65.6652313617266,20.432204246520996,21.462969576969503,19.40143891607249,8330.0,1.7887154861944778,0.9253826141357422,4.542821722382129,0.5153826652242526,0.016820900067830324,0.24440965995611208,0.015169911084988996,21.36049461364746
2023-05-31,21.36049461364746,21.710252951029215,21.305714465558044,21.36470946041929,12100,20.75344548906599,20.476408549717494,19.513488006591796,17.29406572818756,20.733913349193372,20.27174835824254,0.4621649909508321,0.45500993855869165,63.059163624654566,20.51500835418701,21.56548977338496,19.46452693498906,8630.0,1.4020857473928157,0.9902782440185547,4.861402677563189,0.5252407095989761,0.003047372836626261,0.4045384854711713,-0.004214846771830594,21.861955642700195
2023-06-01,21.861955642700195,21.87881020758418,21.263574383259176,21.40684863347803,10300,20.91514069693429,20.57914870125907,19.590013313293458,17.28894157886505,20.907458317425192,20.389541490424588,0.5179168270006045,0.4675913162470743,67.51272009585594,20.633841705322265,21.7305540379533,19.53712937269123,9055.0,1.1374930977360573,1.4091453552246094,6.889739529278814,0.548356166315518,0.02347609632280445,0.6152358243250049,0.4551070092221643,22.114789962768555
2023-06-02,22.114789962768555,22.291776543050947,21.92937690449014,22.173784953698373,13700,21.186037063598633,20.704363050914946,19.67467990875244,17.285144801139833,21.09320164747802,20.51733767356118,0.5758639739168387,0.4892458477810272,75.22234542794305,20.78343677520752,21.82730104023784,19.7395725101772,9115.0,1.5030170049369171,1.1967601776123047,5.72118975784968,0.5219321325151592,0.011565036733243161,0.3623996385608059,-0.058994990929818414,21.76924705505371
2023-06-05,21.76924705505371,22.95757981217972,21.668111634078038,22.443477836581597,74000,21.400346483503068,20.830380121866863,19.751036605834962,17.277985310554506,21.197208633258896,20.610071701819884,0.5871369314390122,0.5088240645126242,69.4835845364894,20.8377965927124,21.969008597181453,19.70658458824335,12325.0,6.004056795131846,0.8006496429443359,3.818327126076446,0.5656060022345257,-0.015624969004751299,1.2894681781016821,-0.6742307815278856,21.727108001708984
2023-06-06,21.727108001708984,21.76081873667845,21.389991007056558,21.52736574835432,20700,21.581786836896622,20.880144755045574,19.821291542053224,17.2708216047287,21.278731613020447,20.692815131441296,0.5859164815791509,0.5242425479259296,68.67751783469524,20.893842029571534,22.086160292047023,19.701523767096045,13195.0,1.5687760515346723,0.9970188140869141,4.809524961823289,0.5961591312377438,-0.0019357147832517185,0.37082772962189026,0.199742253354664,21.38156509399414
2023-06-07,21.38156509399414,21.95466046356419,21.315826667452292,21.592262417473616,8600,21.644394193376815,20.91706693740118,19.89294551849365,17.265073790550233,21.294552148554864,20.74383364718595,0.5507185013689124,0.5295377386145262,61.92126994386218,20.94735918045044,22.125569648146495,19.769148712754387,13560.0,0.6342182890855457,1.1630496978759766,5.75239910097096,0.5891052338480265,-0.015903769046836103,0.6388337961118964,-0.21069732347947578,21.996801376342773
2023-06-08,21.996801376342773,22.01365754839003,21.490285141022035,21.529053050736284,14700,21.744565963745117,20.997332618350075,19.97806728363037,17.26728189945221,21.402590491291463,20.836646071567937,0.5659444197235253,0.5368190748363261,63.33336005095837,21.01731071472168,22.27178540217694,19.762836027266424,14095.0,1.0429230223483505,1.7277202606201172,8.523920007799122,0.6272373437276291,0.02877414630987163,0.5233724073679937,0.4677483256064896,22.0389404296875
